submittedAt,name,category,subcategory,brand,description,price,costPrice,stockQuantity,unit,status,isFeatured,imageUrl,barcode,weightInGrams,shortDescription,netWeight,packageSize,unitsPerCarton,origin,ingredients,allergens,nutritionalInfo,servingSize,servingsPerPack,storageInstructions,shelfLifeDays,requiresRefrigeration,requiresFreezing,isOrganic,isHalal,isKosher,isVegan,isGlutenFree,nafdacNumber,tags
10/04/2026 9.10.32,Pesto Genoese Style Sauce,Sauces and Dressing,Sauce,Ristoris,"Ristoris Pistachio Sauce is made from premium Sicilian pistachios ground into a rich, velvety cream. Exceptional with short pasta such as rigatoni or as a topping on bruschetta and croutons.",15500,,4,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610147/claude/pesto-genoese-style-sauce-242482.jpg,8056515242482,800,"Ristoris Pistachio Sauce – luxurious Sicilian pistachio cream sauce, perfect over pasta or bruschetta.",800g,Tin/Jar,6,Italy,,Tree Nuts,"{""calories"": 280, ""protein_g"": 6, ""carbs_g"": 8, ""fat_g"": 26, ""fiber_g"": 3, ""sodium_mg"": 600}",100g,~8 servings,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pesto|pistachio sauce|Ristoris|Italian|nut sauce
10/04/2026 9.16.20,Grilled Eggplant Slices,Canned Food,Canned Vegetables,Ristoris,Ristoris Grilled Eggplant Slices is a high-quality Italian preserved food product made with natural ingredients and no artificial additives.,14600,,5,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610157/claude/grilled-eggplant-slices-241539.jpg,8056515241539,750,"Ristoris Grilled Eggplant Slices – premium Italian canned food product, ready to serve.",750g,Tin,6,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|Ristoris|Italian|canned vegetables
10/04/2026 9.23.35,Semi-Dried Long Tomatoes in Oil,Canned Food,Canned Vegetables,Ristoris,Ristoris Semi-Dried Long Tomatoes in Oil is a high-quality Italian preserved food product made with natural ingredients and no artificial additives.,22600,,6,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610168/claude/semi-dried-long-tomatoes-in-oil-240365.jpg,8056515240365,750,"Ristoris Semi-Dried Long Tomatoes in Oil – premium Italian canned food product, ready to serve.",750g,Tin,6,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|Ristoris|Italian|canned vegetables
10/04/2026 9.32.02,Semi Dried Yellow Cherry Tomatoes in Oil,Vegetable Preserves and fruits,Canned Vegetable,Ristoris,Semi Dried Yellow Cherry Tomatoes in Oil is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,22600,,2,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610179/claude/semi-dried-yellow-cherry-tomatoes-in-oil-240303.jpg,8056515240303,750,"Semi Dried Yellow Cherry Tomatoes in Oil – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",750g,Tin,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~7 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|canned vegetable
10/04/2026 9.39.26,Sauteed Pleurotus Mushrooms in oil,Canned Food,Canned Vegetables,Ristoris,"Ristoris Whole Boletus Mushrooms (Porcini) are carefully selected Italian wild mushrooms preserved at peak freshness. Rich, earthy, and deeply flavoured. Ideal for pasta, risotto, soups, and meat dishes.",18550,,6,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610189/claude/sauteed-pleurotus-mushrooms-in-oil-245988.jpg,8056515245988,800,"Ristoris Whole Boletus Mushrooms – premium Italian wild mushrooms canned in brine, perfect for pasta and risotto.",800g,Tin,6,Italy,,,"{""calories"": 22, ""protein_g"": 3, ""carbs_g"": 2, ""fat_g"": 0.5, ""fiber_g"": 2, ""sodium_mg"": 400}",100g,~8 servings,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,canned mushrooms|porcini|boletus|Ristoris|Italian|wild mushrooms
10/04/2026 9.44.14,Sweet And Sour Yellow Pepper Drops,Vegetable Preserves and fruits,canned Vegetables,Ristoris,Sweet And Sour Yellow Pepper Drops is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,23000,,4,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610202/claude/sweet-and-sour-yellow-pepper-drops-243991.jpg,8056515243991,793,"Sweet And Sour Yellow Pepper Drops – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",793g,Tin,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~7 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|canned vegetables
10/04/2026 9.50.37,Semi Dried Red Cherry Tomatoes in Oil,Vegetable Preserves and fruits,Canned Vegetables,Ristoris,Semi Dried Red Cherry Tomatoes in Oil is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,22600,,8,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610213/claude/semi-dried-red-cherry-tomatoes-in-oil-240310.jpg,8056515240310,750,"Semi Dried Red Cherry Tomatoes in Oil – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",750g,Tin,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~7 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|canned vegetables
10/04/2026 9.54.37,Saffron Powder,Spices & Seasoning,,Ristoris,"Saffron Powder by Ristoris is a high-quality seasoning or spice product available at NigitTriple Supermarket. Perfect for enhancing soups, stews, grilled meats, and everyday cooking.",1600,,66,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610223/claude/saffron-powder-247241.jpg,8056515247241,0.125,Saffron Powder – premium quality spice/seasoning for authentic flavour in every dish.,0.125g,Piece,12,Italy,,,,See packaging,See packaging,"Store in a cool, dry place away from direct light and heat. Keep sealed.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,spice|seasoning|ristoris
10/04/2026 9.59.54,Taggiache Pitted Olives in extra Virgin Oil,Canned Food,Pickled Olives,Ristoris,Ristoris Taggiache Pitted Olives in extra Virgin Oil is a high-quality Italian preserved food product made with natural ingredients and no artificial additives.,31500,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610233/claude/taggiache-pitted-olives-in-extra-virgin-oil-241683.jpg,8056515241683,900,"Ristoris Taggiache Pitted Olives in extra Virgin Oil – premium Italian canned food product, ready to serve.",900g,Tin,6,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|Ristoris|Italian|pickled olives
10/04/2026 10.04.43,Vegetables Appetiser in Sunflower Oil,Vegetable Preserves and fruits,Pickled Vegetable,Neri,Vegetables Appetiser in Sunflower Oil is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,5500,,4,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610244/claude/vegetables-appetiser-in-sunflower-oil-104030.jpg,8007830104030,285,"Vegetables Appetiser in Sunflower Oil – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",285g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~2 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetable
10/04/2026 10.12.18,Eggplant in Sunflower Oil,Vegetable Preserves and fruits,pickled Vegetables,Artigiana,Eggplant in Sunflower Oil is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,15000,,8,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610267/claude/eggplant-in-sunflower-oil-003317.jpg,8015721003317,540,"Eggplant in Sunflower Oil – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",540g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~5 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
10/04/2026 10.16.40,Red Chilli Stuffed Tuna in Oil,Vegetable Preserves and fruits,,Artigiana,Red Chilli Stuffed Tuna in Oil is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,19000,,9,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610281/claude/red-chilli-stuffed-tuna-in-oil-003003.jpg,8015721003003,520,"Red Chilli Stuffed Tuna in Oil – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",520g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~5 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris
10/04/2026 10.22.10,Dried Tomatoes In Oil,Canned Food,canned Vegetables,Artigiana,Dried Tomatoes In Oil is available at NigitTriple Supermarket Port Harcourt.,7500,,14,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610293/claude/dried-tomatoes-in-oil-000910.jpg,8015721000910,280,Dried Tomatoes In Oil – quality preserved food for your pantry.,280g,,,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|artigiana|canned vegetables
10/04/2026 10.27.20,Vegetables for Appitezier in Oil,Canned Food,Canned Vegetables,Artigiana,Vegetables for Appitezier in Oil is available at NigitTriple Supermarket Port Harcourt.,6500,,16,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610310/claude/vegetables-for-appitezier-in-oil-044242.jpg,8015721044242,280,Vegetables for Appitezier in Oil – quality preserved food for your pantry.,280g,,,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|artigiana|canned vegetables
10/04/2026 10.32.29,Boiled Poplar Mushrooms,Canned Food,Canned Vegetables,DAMICO,Boiled Poplar Mushrooms is available at NigitTriple Supermarket Port Harcourt.,11500,,5,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610325/claude/boiled-poplar-mushrooms-001815.jpg,8005695001815,470,Boiled Poplar Mushrooms – quality preserved food for your pantry.,470g,,,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|damico|canned vegetables
10/04/2026 10.38.38,Zucchini In Oil With Capers,Canned Food,Canned Vegetable,DAMICO,Zucchini In Oil With Capers is available at NigitTriple Supermarket Port Harcourt.,10450,,6,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610339/claude/zucchini-in-oil-with-capers-646471.jpg,80646471,280,Zucchini In Oil With Capers – quality preserved food for your pantry.,280g,,,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|damico|canned vegetable
10/04/2026 10.42.12,Garden Vegetables mix in wine Vinegar,Vegetable Preserves and fruits,Pickled Vegetables,DAMICO,Garden Vegetables mix in wine Vinegar is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,4400,,8,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610349/claude/garden-vegetables-mix-in-wine-vinegar-006018.jpg,8005695006018,300,"Garden Vegetables mix in wine Vinegar – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",300g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~3 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
10/04/2026 10.46.24,Fantasy Mushroom Mix,Canned Food,Canned Vegetables,DAMICO,Fantasy Mushroom Mix is available at NigitTriple Supermarket Port Harcourt.,13000,,14,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610361/claude/fantasy-mushroom-mix-001648.jpg,8005695001648,470,Fantasy Mushroom Mix – quality preserved food for your pantry.,470g,,,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|damico|canned vegetables
10/04/2026 10.49.29,Pickled Cucumber,Vegetable Preserves and fruits,Pickled Vegetables,Tama Star,Pickled Cucumber is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,4500,,1,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610371/claude/pickled-cucumber-897860.jpg,9785465897860,600,"Pickled Cucumber – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",600g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~6 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
10/04/2026 10.50.45,Finocchetto & Sarde,Sauces and Dressing,Sauce,Agricola Samperi,Finocchetto & Sarde is a premium quality sauce available at NigitTriple Supermarket.,20000,,1,Bottle,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776610384/claude/finocchetto-sarde-621010.jpg,15092621010,190,Premium Italian Sauce – Finocchetto & Sarde.,190g,Bottle,12,Italy,,,,See packaging,See packaging,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|agricola samperi|Italian|sauce
10/04/2026 10.52.10,Pickled Wild Cucumber,Vegetable Preserves and fruits,Pickled Vegetables,Tama Star,Pickled Wild Cucumber is a premium quality Italian preserved product by Ristoris. Made from carefully selected ingredients and preserved in quality oil or brine to lock in flavour and freshness.,4250,,9,Piece,Active,Yes,https://drive.google.com/open?id=1gyRUCb4kyCjAUzqwj9oBGUbqtGco1-sI,9666557740595,600,"Pickled Wild Cucumber – premium Italian preserved vegetable, ideal as antipasto or cooking ingredient.",600g,Piece,6,Italy,,,"{""calories"": 60, ""protein_g"": 1, ""carbs_g"": 4, ""fat_g"": 4, ""fiber_g"": 2, ""sodium_mg"": 500}",100g,~6 servings,"Store in a cool, dry place. Refrigerate after opening and use within 3 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,preserved vegetables|antipasto|Italian|Ristoris|pickled vegetables
10/04/2026 10.55.34,Finocchetto Selvatico,Sauces and Dressing,Sauce,Agricola Samperi,Finocchetto Selvatico is a premium quality sauce available at NigitTriple Supermarket.,20000,,1,Bottle,Active,,https://drive.google.com/open?id=10sJnhuzCQUw6q9EkbPWwKiDfx4ypnn44,15092621040,190,Premium Italian Sauce – Finocchetto Selvatico.,190g,Bottle,12,Italy,,,,See packaging,See packaging,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|agricola samperi|Italian|sauce
10/04/2026 10.57.57,Solid Yellowfin Tuna in Olive Oil,Canned Food,Canned Seafood,Amati,Solid Yellowfin Tuna in Olive Oil is available at NigitTriple Supermarket Port Harcourt.,7200,,9,Tin,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776610674/claude/solid-yellowfin-tuna-in-olive-oil-000148.jpg,8004320000148,160,Solid Yellowfin Tuna in Olive Oil – quality preserved food for your pantry.,160g,,,Italy,,,"{""calories"": 45, ""protein_g"": 2, ""carbs_g"": 6, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 450}",See packaging,See packaging,"Store in a cool, dry place. Once opened, transfer to a non-metallic container and refrigerate. Use within 2 days.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,canned food|amati|canned seafood
10/04/2026 10.59.05,Olive Verdi,Sauces and Dressing,Sauce,Agricola Samperi,Olive Verdi is a premium quality sauce available at NigitTriple Supermarket.,20000,,5,Bottle,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776610682/claude/olive-verdi-621000.jpg,15092621000,190,Premium Italian Sauce – Olive Verdi.,190g,Bottle,12,Italy,,,,See packaging,See packaging,"Store in a cool, dry place. Once opened, refrigerate and use within 3–4 days.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,sauce|agricola samperi|Italian|sauce
